,AvF0.5,AvF1,AvF1.5,CBA,mGM,CEN,AvACC,Recall_0,Recall_1,Recall_2,Recall_3,Recall_4,Recall_5,Recall_6,Recall_7,Recall_8,Recall_9,Recall_10,Recall_11,Recall_12,Precision_0,Precision_1,Precision_2,Precision_3,Precision_4,Precision_5,Precision_6,Precision_7,Precision_8,Precision_9,Precision_10,Precision_11,Precision_12
0,0.7809410197455873,0.75027524799396,0.7356475601337986,0.7056856753259384,0.5997887417644453,0.027775545292300557,0.997271063484522,0.9959419762823449,0.9548435923309788,0.8790987868284229,0.8858575431352308,0.057692307692307696,0.9083916861175948,0.9850490364172554,0.6754716981132075,0.2244718309859155,0.6986103068905617,0.6443569553805775,0.7354838709677419,0.6774193548387096,0.9901806801801167,0.9448799241100404,0.9383949383949384,0.9480744949494949,0.20245398773006135,0.9408947525960719,0.995839977813215,0.5783521809369951,0.5875576036866359,0.8246753246753247,0.6084262701363073,0.991304347826087,1.0
1,0.7391992777102099,0.7179929863047102,0.7067722976690072,0.6835903276258045,0.0,0.02796326830349539,0.997267728545425,0.9958050165060144,0.9560544904137235,0.8738301559792028,0.8830555965196873,0.2727272727272727,0.9055240635767478,0.9859406076400795,0.7905660377358491,0.3019366197183099,0.7501447596988998,0.6089238845144357,0.0,0.6666666666666666,0.9900944885772008,0.9412534150177995,0.9425708517161445,0.9482185273159145,0.36533957845433257,0.9474137129035259,0.9941908713692946,0.7065767284991569,0.5376175548589341,0.8339233987769553,0.6312925170068027,0.0,1.0
2,0.7553631157840327,0.7173587096434607,0.7016536062286604,0.6711528779926087,0.5951412890495758,0.028318314993379085,0.9971915568922487,0.9960175402968722,0.9580390178271107,0.8646793760831889,0.875092169296564,0.20454545454545456,0.8996776703345559,0.9867635964611481,0.7132075471698113,0.2992957746478873,0.7081644470179502,0.5997375328083989,0.16129032258064516,0.6129032258064516,0.9897504126937197,0.9406529169900427,0.9418205157246952,0.946260564503269,0.28125,0.9479108113172194,0.9962609056917324,0.5824345146379045,0.5198776758409785,0.8194304857621441,0.6052980132450331,1.0,1.0
3,0.7482618495785565,0.7241982933867673,0.71238163025908,0.6825574314494582,0.6261042179811465,0.029137390330551106,0.9971267143838755,0.9954342805597405,0.9541540531449714,0.8641247833622183,0.8764194071670846,0.19055944055944055,0.906702234078026,0.9842946299979425,0.560377358490566,0.2482394366197183,0.731615518239722,0.6850393700787402,0.3870967741935484,0.6881720430107527,0.9903187801803982,0.9425035301935377,0.9425330812854442,0.9088545649181832,0.24061810154525387,0.9410516115635743,0.9842271293375394,0.61875,0.5026737967914439,0.7934065934065934,0.5028901734104047,0.6382978723404256,1.0
4,0.7876977750021983,0.7670556323559777,0.7575675189617838,0.7181801626057049,0.7053720555551375,0.028077692545375656,0.9972562876858971,0.9958829418959956,0.9532290615539859,0.868734835355286,0.8896917858722903,0.25524475524475526,0.9051683894631544,0.9853233660242782,0.7584905660377359,0.3996478873239437,0.7388535031847133,0.6233595800524935,0.6774193548387096,0.6774193548387096,0.9906638979782154,0.941652406505956,0.9377408613013059,0.9372378437160168,0.36318407960199006,0.9541204864446892,0.9898718478710211,0.44966442953020136,0.5813060179257362,0.7847478474784748,0.5568581477139508,0.9905660377358491,1.0
5,0.7341700982051621,0.7013047441454744,0.6881242046258412,0.656690383400078,0.548165350340929,0.029466980344671632,0.997057646863049,0.9956798636069538,0.953346787756475,0.861525129982669,0.8837929508921988,0.1486013986013986,0.8954984994998333,0.9864892668541252,0.6716981132075471,0.323943661971831,0.6847133757961783,0.6679790026246719,0.07096774193548387,0.6021505376344086,0.9894206649599564,0.9388208015899304,0.9315967016491754,0.9346537741734249,0.26813880126182965,0.945855834702982,0.995294768890119,0.5632911392405063,0.5679012345679012,0.7997970916469395,0.5877598152424942,1.0,1.0
6,0.7668476148927924,0.7172572131250413,0.6955915418110812,0.6634776873478316,0.5862148148144634,0.029820461586936048,0.9970099353971721,0.9954201123070165,0.9542381432896064,0.8607279029462739,0.8778941159121073,0.17132867132867133,0.8954540402356341,0.9833344763733626,0.6377358490566037,0.21830985915492956,0.7151129125651419,0.6272965879265092,0.3161290322580645,0.45161290322580644,0.9895619370453228,0.9369210191713866,0.9352566758314188,0.9014233797698364,0.2396088019559902,0.9376847691985382,0.9916315097862922,0.8304668304668305,0.5391304347826087,0.8208707211698238,0.5710872162485066,1.0,1.0
7,0.7510403730687063,0.717261062498526,0.7015864987979173,0.6713506357117656,0.5791209392971837,0.029173891852225544,0.9970868453104409,0.99565388847696,0.9504877228388833,0.85684575389948,0.8877746645037605,0.13286713286713286,0.9060353451150384,0.9847061244084768,0.660377358490566,0.272887323943662,0.719166184134337,0.6259842519685039,0.16774193548387098,0.7096774193548387,0.9897118592944772,0.9418548454295476,0.9328301886792453,0.9323215115378659,0.3114754098360656,0.936233748334635,0.9963222538338768,0.7865168539325843,0.6512605042016807,0.7966645285439384,0.4979123173277662,0.43333333333333335,1.0
8,0.799281669721167,0.7623638600339124,0.7453212479543345,0.7222580159928648,0.6516173398861429,0.028246353499201068,0.9972319284478081,0.9957955710041986,0.9546081399260007,0.8672790294627383,0.8929361451113406,0.16258741258741258,0.9048571746137601,0.9831973115698511,0.7358490566037735,0.38028169014084506,0.7411696583671106,0.6430446194225722,0.32903225806451614,0.8172043010752689,0.9901525139382783,0.9417630369497768,0.9338284690602374,0.9218940316686967,0.3974358974358974,0.9464298170150434,0.9915617651127403,0.745697896749522,0.5353159851301115,0.8584842387659289,0.6455862977602108,1.0,1.0
9,0.7949322754458537,0.7624937598415968,0.7476523346525782,0.7156619406727619,0.6626819399876627,0.027845941527088174,0.9972566036336262,0.9956113837187885,0.9583249243188698,0.8640207972270364,0.890576611119304,0.21328671328671328,0.9130821384906079,0.9883409917015293,0.7509433962264151,0.2596830985915493,0.7070063694267515,0.573490813648294,0.47096774193548385,0.9032258064516129,0.9904007422893519,0.939893774948042,0.9452787258248009,0.928791141187327,0.3536231884057971,0.9407493930649077,0.9931771192281186,0.5896296296296296,0.6263269639065817,0.8580463808854533,0.591339648173207,1.0,1.0
std,0.02240976608638552,0.02287376224212482,0.02361471669769525,0.023114719501178445,0.1902212809171603,0.0007062055532400418,9.258803669878022e-05,0.0001914311023628315,0.0021998110414355775,0.006186494387019784,0.005893025453622867,0.05883717817939807,0.005306747243859037,0.001513497226608462,0.06466607822648061,0.05819061480819398,0.019698811319277736,0.030771409969923714,0.23220787988289424,0.11511404309751458,0.0003786957000674202,0.002045595652606682,0.004489486426307599,0.015255776455397873,0.06226083346338878,0.005172476611373803,0.0035620036624779802,0.11193755836777848,0.044950713668903394,0.024572513503148305,0.04676364543073163,0.3276001448020297,0.0
mean,0.7657735069154266,0.7337561509329427,0.7192298441094083,0.6890605138124817,0.5554206688676686,0.02858258402752243,0.9971756310644067,0.9957242574654884,0.9547325933400603,0.8660866551126517,0.8843090989529567,0.18094405594405594,0.9040391241524952,0.9853439407448047,0.6954716981132074,0.2928697183098592,0.7194557035321366,0.6299212598425197,0.3316129032258064,0.6806451612903226,0.9900255977137039,0.941019567090606,0.9381851009467408,0.930772983374003,0.30231278462272176,0.9438344937141186,0.992837814893395,0.6451380203623331,0.5648967771692612,0.8190046611111574,0.5798450416264683,0.8053501591235696,1.0
